sql,sentences_fr
SELECT name FROM instructor WHERE dept_name = 'Comp. Sci.' AND salary > 80000,Trouvez les noms de tous les instructeurs dans Comp. Sci. département avec salaire> 80000.
SELECT name FROM instructor WHERE dept_name = 'Comp. Sci.' AND salary > 80000,Quels sont les noms des instructeurs de la Comp. Sci. département qui gagnent plus de 80000 ?
"SELECT name , course_id FROM instructor AS T1 JOIN teaches AS T2 ON T1.ID = T2.ID",Trouvez les noms de tous les instructeurs qui ont enseigné un cours et le course_id.
"SELECT name , course_id FROM instructor AS T1 JOIN teaches AS T2 ON T1.ID = T2.ID","Quels sont les noms de tous les instructeurs qui ont enseigné un cours, ainsi que l'identifiant du cours correspondant ?"
"SELECT name , course_id FROM instructor AS T1 JOIN teaches AS T2 ON T1.ID = T2.ID WHERE T1.dept_name = 'Art'",Trouvez les noms de tous les instructeurs du département d'art qui ont enseigné un cours et le course_id.
"SELECT name , course_id FROM instructor AS T1 JOIN teaches AS T2 ON T1.ID = T2.ID WHERE T1.dept_name = 'Art'",Quels sont les noms des professeurs d'art qui ont enseigné un cours et l'identifiant du cours correspondant ?
SELECT name FROM instructor WHERE name LIKE '%dar%',"Trouvez les noms de tous les instructeurs dont le nom inclut la sous-chaîne "" dar ""."
SELECT name FROM instructor WHERE name LIKE '%dar%',"Quels sont les noms de tous les instructeurs dont les noms incluent ""dar"" ?"
SELECT DISTINCT name FROM instructor ORDER BY name,Énumérez par ordre alphabétique les noms de tous les instructeurs distincts.
SELECT DISTINCT name FROM instructor ORDER BY name,"Dressez la liste des noms distincts des instructeurs, classés par nom."
SELECT course_id FROM SECTION WHERE semester = 'Fall' AND YEAR = 2009 UNION SELECT course_id FROM SECTION WHERE semester = 'Spring' AND YEAR = 2010,Trouvez les cours qui se sont déroulés à l'automne 2009 ou au printemps 2010.
SELECT course_id FROM SECTION WHERE semester = 'Fall' AND YEAR = 2009 UNION SELECT course_id FROM SECTION WHERE semester = 'Spring' AND YEAR = 2010,Quels sont les identifiants des cours à l'automne 2009 ou au printemps 2010 ?
SELECT course_id FROM SECTION WHERE semester = 'Fall' AND YEAR = 2009 INTERSECT SELECT course_id FROM SECTION WHERE semester = 'Spring' AND YEAR = 2010,Trouvez les cours qui se sont déroulés à l'automne 2009 et au printemps 2010.
SELECT course_id FROM SECTION WHERE semester = 'Fall' AND YEAR = 2009 INTERSECT SELECT course_id FROM SECTION WHERE semester = 'Spring' AND YEAR = 2010,Quels sont les identifiants des cours proposés à la fois à l'automne 2009 et au printemps 2010 ?
SELECT course_id FROM SECTION WHERE semester = 'Fall' AND YEAR = 2009 EXCEPT SELECT course_id FROM SECTION WHERE semester = 'Spring' AND YEAR = 2010,Trouvez des cours qui se sont déroulés à l'automne 2009 mais pas au printemps 2010.
SELECT course_id FROM SECTION WHERE semester = 'Fall' AND YEAR = 2009 EXCEPT SELECT course_id FROM SECTION WHERE semester = 'Spring' AND YEAR = 2010,Quels sont les identifiants des cours offerts à l'automne 2009 mais pas au printemps 2010 ?
SELECT DISTINCT salary FROM instructor WHERE salary < (SELECT max(salary) FROM instructor),Trouvez les salaires de tous les instructeurs distincts qui sont inférieurs au salaire le plus élevé.
SELECT DISTINCT salary FROM instructor WHERE salary < (SELECT max(salary) FROM instructor),Quels sont les salaires distincts de tous les instructeurs qui ont gagné moins que le salaire maximum ?
SELECT COUNT (DISTINCT ID) FROM teaches WHERE semester = 'Spring' AND YEAR = 2010,Trouvez le nombre total d'instructeurs qui enseignent un cours au cours du semestre de printemps 2010.
SELECT COUNT (DISTINCT ID) FROM teaches WHERE semester = 'Spring' AND YEAR = 2010,Combien d'instructeurs enseignent un cours au printemps 2010?
"SELECT dept_name , AVG (salary) FROM instructor GROUP BY dept_name HAVING AVG (salary) > 42000",Trouvez les noms et les salaires moyens de tous les départements dont le salaire moyen est supérieur à 42000.
"SELECT dept_name , AVG (salary) FROM instructor GROUP BY dept_name HAVING AVG (salary) > 42000",Quels sont les noms et les salaires moyens des départements dont le salaire moyen est supérieur à 42 000 ?
SELECT name FROM instructor WHERE salary > (SELECT min(salary) FROM instructor WHERE dept_name = 'Biology'),Trouvez des noms d'instructeurs dont le salaire est supérieur à celui de certains (au moins un) instructeur du département de biologie.
SELECT name FROM instructor WHERE salary > (SELECT min(salary) FROM instructor WHERE dept_name = 'Biology'),Quels sont les noms des instructeurs qui gagnent plus d'au moins un instructeur du département de biologie ?
SELECT name FROM instructor WHERE salary > (SELECT max(salary) FROM instructor WHERE dept_name = 'Biology'),Trouvez les noms de tous les instructeurs dont le salaire est supérieur au salaire de tous les instructeurs du département de biologie.
SELECT name FROM instructor WHERE salary > (SELECT max(salary) FROM instructor WHERE dept_name = 'Biology'),Quels sont les noms de tous les instructeurs ayant un salaire plus élevé que n'importe lequel des instructeurs du département de biologie ?
SELECT count(*) FROM debate,Combien y a-t-il de débats ?
SELECT Venue FROM debate ORDER BY Num_of_Audience ASC,Dressez la liste des lieux de débats par ordre croissant du nombre de spectateurs.
"SELECT Date , Venue FROM debate",Quels sont la date et le lieu de chaque débat ?
SELECT Date FROM debate WHERE Num_of_Audience > 150,Lister les dates des débats avec un nombre d'audience supérieur à 150
SELECT Name FROM people WHERE Age = 35 OR Age = 36,Affichez les noms des personnes âgées de 35 ou 36 ans.
SELECT Party FROM people ORDER BY Age ASC LIMIT 1,Quelle est la fête des plus jeunes ?
"SELECT Party , COUNT(*) FROM people GROUP BY Party",Montrez différents groupes de personnes ainsi que le nombre de personnes dans chaque groupe.
SELECT Party FROM people GROUP BY Party ORDER BY COUNT(*) DESC LIMIT 1,Montrez la fête qui compte le plus de monde.
SELECT DISTINCT Venue FROM debate,Montrer les lieux distincts des débats
"SELECT T3.Name , T2.Date , T2.Venue FROM debate_people AS T1 JOIN debate AS T2 ON T1.Debate_ID = T2.Debate_ID JOIN people AS T3 ON T1.Affirmative = T3.People_ID","Indiquez les noms des personnes, les dates et les lieux des débats où elles sont du côté affirmatif."
"SELECT T3.Name , T2.Date , T2.Venue FROM debate_people AS T1 JOIN debate AS T2 ON T1.Debate_ID = T2.Debate_ID JOIN people AS T3 ON T1.Negative = T3.People_ID ORDER BY T3.Name ASC","Indiquez les noms des personnes, ainsi que les dates et les lieux des débats auxquels ils se trouvent du côté négatif, classés par ordre alphabétique croissant des noms."
SELECT T3.Name FROM debate_people AS T1 JOIN debate AS T2 ON T1.Debate_ID = T2.Debate_ID JOIN people AS T3 ON T1.Affirmative = T3.People_ID WHERE T2.Num_of_Audience > 200,Montrez les noms des personnes qui sont du côté affirmatif des débats avec un nombre d'audience supérieur à 200.
"SELECT T2.Name , COUNT(*) FROM debate_people AS T1 JOIN people AS T2 ON T1.Affirmative = T2.People_ID GROUP BY T2.Name",Montrez les noms des personnes et le nombre de fois où elles ont été du côté affirmatif des débats.
SELECT T2.Name FROM debate_people AS T1 JOIN people AS T2 ON T1.Negative = T2.People_ID GROUP BY T2.Name HAVING COUNT(*) >= 2,Montrez les noms des personnes qui ont été du côté négatif des débats au moins deux fois.
SELECT Name FROM people WHERE People_id NOT IN (SELECT Affirmative FROM debate_people),Énumérez les noms des personnes qui n'ont pas été du côté affirmatif des débats.
SELECT customer_details FROM customers ORDER BY customer_details,Dressez la liste des noms de tous les clients par ordre alphabétique.
SELECT customer_details FROM customers ORDER BY customer_details,Triez les noms des clients par ordre alphabétique.
"SELECT policy_type_code FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id = t2.customer_id WHERE t2.customer_details = ""Dayana Robel""","Retrouver tous les codes type de police associés au client ""Dayana Robel"""
"SELECT policy_type_code FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id = t2.customer_id WHERE t2.customer_details = ""Dayana Robel""","Quels sont les codes types des polices utilisées par le client ""Dayana Robel"" ?"
SELECT policy_type_code FROM policies GROUP BY policy_type_code ORDER BY count(*) DESC LIMIT 1,Quel type de politique est le plus fréquemment utilisé ? Donnez-moi le code du type de police.
SELECT policy_type_code FROM policies GROUP BY policy_type_code ORDER BY count(*) DESC LIMIT 1,Recherchez le code de type de la stratégie la plus fréquemment utilisée.
SELECT policy_type_code FROM policies GROUP BY policy_type_code HAVING count(*) > 2,Trouvez tous les types de polices utilisés par plus de 2 clients.
SELECT policy_type_code FROM policies GROUP BY policy_type_code HAVING count(*) > 2,Quels types de polices sont choisis par plus de 2 clients ? Donnez-moi les codes de type de politique.
"SELECT sum(amount_piad) , avg(amount_piad) FROM claim_headers",Trouvez le montant total et moyen payé dans les en-têtes de réclamation.
"SELECT sum(amount_piad) , avg(amount_piad) FROM claim_headers",Quels sont le montant total et le montant moyen payé dans les en-têtes de réclamation ?
SELECT sum(t1.amount_claimed) FROM claim_headers AS t1 JOIN claims_documents AS t2 ON t1.claim_header_id = t2.claim_id WHERE t2.created_date = (SELECT created_date FROM claims_documents ORDER BY created_date LIMIT 1),Trouvez le montant total réclamé dans le dernier document créé.
SELECT sum(t1.amount_claimed) FROM claim_headers AS t1 JOIN claims_documents AS t2 ON t1.claim_header_id = t2.claim_id WHERE t2.created_date = (SELECT created_date FROM claims_documents ORDER BY created_date LIMIT 1),Quel montant total a été réclamé dans le dernier document créé ?
SELECT t3.customer_details FROM claim_headers AS t1 JOIN policies AS t2 ON t1.policy_id = t2.policy_id JOIN customers AS t3 ON t2.customer_id = t3.customer_id WHERE t1.amount_claimed = (SELECT max(amount_claimed) FROM claim_headers),Quel est le nom du client qui a fait le plus grand montant de réclamation en une seule réclamation ?
SELECT t3.customer_details FROM claim_headers AS t1 JOIN policies AS t2 ON t1.policy_id = t2.policy_id JOIN customers AS t3 ON t2.customer_id = t3.customer_id WHERE t1.amount_claimed = (SELECT max(amount_claimed) FROM claim_headers),Quel client a fait le plus grand montant de réclamation en une seule réclamation ? Renvoyer les coordonnées du client.
SELECT t3.customer_details FROM claim_headers AS t1 JOIN policies AS t2 ON t1.policy_id = t2.policy_id JOIN customers AS t3 ON t2.customer_id = t3.customer_id WHERE t1.amount_piad = (SELECT min(amount_piad) FROM claim_headers),Quel est le nom du client qui a effectué le paiement minimum d'une réclamation ?
SELECT t3.customer_details FROM claim_headers AS t1 JOIN policies AS t2 ON t1.policy_id = t2.policy_id JOIN customers AS t3 ON t2.customer_id = t3.customer_id WHERE t1.amount_piad = (SELECT min(amount_piad) FROM claim_headers),Quel client a fait le plus petit montant de réclamation dans une réclamation ? Renvoyer les coordonnées du client.
SELECT customer_details FROM customers EXCEPT SELECT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id = t2.customer_id,Recherchez les noms des clients qui n'ont aucune politique associée.
SELECT customer_details FROM customers EXCEPT SELECT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id = t2.customer_id,Comment s'appellent les clients qui n'ont pas de police ?
SELECT count(*) FROM claims_processing_stages,Combien y a-t-il d'étapes de traitement des réclamations au total ?
SELECT count(*) FROM claims_processing_stages,Trouvez le nombre d'étapes distinctes dans le traitement des réclamations.
SELECT t2.claim_status_name FROM claims_processing AS t1 JOIN claims_processing_stages AS t2 ON t1.claim_stage_id = t2.claim_stage_id GROUP BY t1.claim_stage_id ORDER BY count(*) DESC LIMIT 1,Quel est le nom de l'étape de traitement des réclamations sur laquelle se situent la plupart des réclamations ?
SELECT t2.claim_status_name FROM claims_processing AS t1 JOIN claims_processing_stages AS t2 ON t1.claim_stage_id = t2.claim_stage_id GROUP BY t1.claim_stage_id ORDER BY count(*) DESC LIMIT 1,Quelle étape de traitement des réclamations a le plus de réclamations ? Afficher le nom de l'état de la réclamation.
"SELECT customer_details FROM customers WHERE customer_details LIKE ""%Diana%""","Trouvez les noms des clients dont le nom contient ""Diana""."
"SELECT customer_details FROM customers WHERE customer_details LIKE ""%Diana%""","Quels clients ont la sous-chaîne ""Diana"" dans leur nom ? Renvoyer les coordonnées du client."
"SELECT DISTINCT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id = t2.customer_id WHERE t1.policy_type_code = ""Deputy""",Trouvez les noms des clients qui ont une politique de remplacement.
"SELECT DISTINCT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id = t2.customer_id WHERE t1.policy_type_code = ""Deputy""","Quels clients ont une police d'assurance avec le code de type ""Deputy"" ? Donnez-moi les coordonnées du client."
"SELECT DISTINCT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id = t2.customer_id WHERE t1.policy_type_code = ""Deputy"" OR t1.policy_type_code = ""Uniform""","Trouvez les noms des clients qui ont soit une police adjointe, soit une police en uniforme."
"SELECT DISTINCT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id = t2.customer_id WHERE t1.policy_type_code = ""Deputy"" OR t1.policy_type_code = ""Uniform""","Quels clients ont une police d'assurance avec le code de type ""Deputy"" ou ""Uniform"" ? Renvoyer les coordonnées du client."
SELECT customer_details FROM customers UNION SELECT staff_details FROM staff,Trouvez les noms de tous les clients et membres du personnel.
SELECT customer_details FROM customers UNION SELECT staff_details FROM staff,Quels sont les noms des clients et des membres du personnel ?
"SELECT policy_type_code , count(*) FROM policies GROUP BY policy_type_code",Recherchez le nombre d'enregistrements de chaque type de stratégie et son code de type.
"SELECT policy_type_code , count(*) FROM policies GROUP BY policy_type_code","Pour chaque type de politique, renvoyez son code de type et son nombre dans l'enregistrement."
